call_attempt_uid,source_run_dir,source_log_line,judge_provider,item_id,paper_model_label,judge_model_requested,judge_model_returned,actual_api_model,api_endpoint_host,api_endpoint_sha256,http_status,parse_success,retry_count,request_date,response_date,elapsed_seconds_rounded,temperature,top_p,seed,max_output_tokens,response_format,tools_enabled,stream,reasoning_effort_or_thinking_do_sample,usage_prompt_tokens,usage_completion_tokens,parsed_score_present,fa,cc,lc,tf,mq,risk,raw_response_sha256,raw_response_bytes,system_backend_id_present,system_backend_id_sha256,error_message_present,error_message_sha256
API_OPENAI_0011,api_judge_run_20260514_163748,11,openai,ITEM_076,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,16.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",997,590,TRUE,1,1,2,1,1,5,371dab81fbff07101bb2426db68cd20f5d8b02c076120c2339deac1333ec0b9e,4210,FALSE,,FALSE,
API_OPENAI_0012,api_judge_run_20260514_163748,12,openai,ITEM_081,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,16.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",996,590,TRUE,1,1,2,1,1,4,6f6713cda59858d3b7ada7e802210dd39274821e302b99eff5f474308ecb04fd,4210,FALSE,,FALSE,
API_OPENAI_0013,api_judge_run_20260514_163748,13,openai,ITEM_082,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,15.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",996,590,TRUE,1,1,2,1,1,4,9a02d675068fd452938f57d5a1b85e47a233c29684738c079f6e6f75c93e7534,4210,FALSE,,FALSE,
API_OPENAI_0014,api_judge_run_20260514_163748,14,openai,ITEM_087,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,18.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",999,590,TRUE,1,1,1,1,1,4,7a17d9eec2b766b6ab9bcc9c2627035425c7c90307c57d159528d40ac518b61a,4210,FALSE,,FALSE,
API_OPENAI_0015,api_judge_run_20260514_163748,15,openai,ITEM_088,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,13.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1001,466,TRUE,1,1,2,1,1,5,ba117194cc8a35ef5231fd29118abd82d97da23adf991fd55891d18bb0bc08a6,4211,FALSE,,FALSE,
API_OPENAI_0016,api_judge_run_20260514_163748,16,openai,ITEM_092,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,21.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1055,590,TRUE,4,4,5,5,5,1,eba12de21dd9351b7e19b909ba39553da0ad39ccecf1b7adba89e8e337a95221,4211,FALSE,,FALSE,
API_OPENAI_0017,api_judge_run_20260514_163748,17,openai,ITEM_096,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,15.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1048,590,TRUE,5,4,5,5,5,1,159f67750c5b2ef7f8ac6c9bcedfd4834995d57d37c3424cbdfb53e1f1f432fa,4211,FALSE,,FALSE,
API_OPENAI_0018,api_judge_run_20260514_163748,18,openai,ITEM_098,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,17.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1055,708,TRUE,4,4,5,5,4,2,44f7b250895c99fd0bb134c5090e69d6ee4350f09729fe5be75af4ae9cc30ed7,4211,FALSE,,FALSE,
API_OPENAI_0019,api_judge_run_20260514_163748,19,openai,ITEM_102,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,19.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1065,529,TRUE,5,4,5,5,5,1,1ea099007db0300152856d0122373a3b5c5bc7e1a8f7b46d5ca6f2b506e74809,4211,FALSE,,FALSE,
API_OPENAI_0020,api_judge_run_20260514_163748,20,openai,ITEM_104,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,13.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1054,590,TRUE,3,4,5,5,5,2,3ed23cfc38710914239bc165925c7f409662c5dc7a4d7daae232d5bddeeb9ed5,4211,FALSE,,FALSE,
API_OPENAI_0021,api_judge_run_20260514_163748,21,openai,ITEM_108,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,15.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1062,590,TRUE,5,4,5,5,5,1,50427ec640bdef81d831b796361417d54052feafde92fa3eeedd7dccedd6eb49,4211,FALSE,,FALSE,
API_OPENAI_0022,api_judge_run_20260514_163748,22,openai,ITEM_110,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,14.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1052,412,TRUE,4,4,5,5,5,1,83c262c159cece55113e24c7870d30c9d3ca9722e7a690470aa406b702405268,4211,FALSE,,FALSE,
API_OPENAI_0023,api_judge_run_20260514_163748,23,openai,ITEM_114,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,15.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1068,418,TRUE,4,4,5,5,5,1,3606e5f613ce02f755c491a7da996bbae2339fcb882c1f00fedf5693183298a2,4211,FALSE,,FALSE,
API_OPENAI_0024,api_judge_run_20260514_163748,24,openai,ITEM_116,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,8.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1055,204,TRUE,5,4,5,5,5,1,cf9e52bcd3e412518679f2e5a16cbc844d5dcc483e879ae7e7a5aade2b4bd9ae,4211,FALSE,,FALSE,
API_OPENAI_0025,api_judge_run_20260514_163748,25,openai,ITEM_120,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,9.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1066,386,TRUE,5,4,5,5,5,1,5827a68282c34b152929626b28384ecf62326ded86412da44ca352f948dff0bd,4211,FALSE,,FALSE,
API_OPENAI_0026,api_judge_run_20260514_163748,26,openai,ITEM_125,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,FALSE,0,2026-05-14,2026-05-14,21.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1090,800,FALSE,,,,,,,e7704853ae1831dfae3080b732c21a68fe922c1d01c0f755411f08548de51a1a,4237,FALSE,,TRUE,72505abc01e9f56a8c4040697680cf580f362082f2639cc809fec654ba4c5af5
API_OPENAI_0027,api_judge_run_20260514_163748,27,openai,ITEM_125,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,1,2026-05-14,2026-05-14,17.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1090,590,TRUE,4,3,4,4,4,2,6b210c86274b587f38f1bfed48af0bd1816f700edabdf9c4661539fa3361371f,4211,FALSE,,FALSE,
API_OPENAI_0028,api_judge_run_20260514_163748,28,openai,ITEM_126,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,13.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1085,590,TRUE,4,3,4,4,4,2,ce67e4ce007b897b8ba73745b5fab550c77d52571996ba86b14bf5c024d3d59d,4211,FALSE,,FALSE,
API_OPENAI_0029,api_judge_run_20260514_163748,29,openai,ITEM_131,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,14.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1087,590,TRUE,3,2,4,3,3,3,2a051426427eaede435e833e8d12b270cefa30b5672bf48fc59487feb3e545a8,4211,FALSE,,FALSE,
API_OPENAI_0030,api_judge_run_20260514_163748,30,openai,ITEM_132,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,FALSE,0,2026-05-14,2026-05-14,20.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1100,800,FALSE,,,,,,,a6d3ca320d08cd3c67247599b5b515ca885630c509c78c1f435cce0408e7630d,3704,FALSE,,TRUE,77c699af4391e7140d615f5cf812204c96fc7c8d87e2194eb78647693dc828cc
API_OPENAI_0031,api_judge_run_20260514_163748,31,openai,ITEM_132,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,1,2026-05-14,2026-05-14,13.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1100,590,TRUE,2,2,3,3,2,4,3e4c8dd8393db18abe7214dbfc0c24aad4fc28da8b69bb3fa5418232fc5970ca,4211,FALSE,,FALSE,
API_OPENAI_0032,api_judge_run_20260514_163748,32,openai,ITEM_137,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,13.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1092,538,TRUE,4,3,4,4,4,2,154dcbb265ace98038bebcb6f97a06573fd1053827a27a069e21e5218a25c6c2,4211,FALSE,,FALSE,
API_OPENAI_0033,api_judge_run_20260514_163748,33,openai,ITEM_138,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,24.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1095,590,TRUE,5,3,5,4,4,1,a5822832533937bdb22f1a69cc6f7f7eb8ff89e8f74779da23cd1d421d9b511e,4211,FALSE,,FALSE,
API_OPENAI_0034,api_judge_run_20260514_163748,34,openai,ITEM_143,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,14.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1098,590,TRUE,3,2,4,3,2,4,06a708e23d3f321ad516d3d2026ef2db19419f4e75519932c0bd0d9df8a57798,4211,FALSE,,FALSE,
API_OPENAI_0035,api_judge_run_20260514_163748,35,openai,ITEM_144,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,FALSE,0,2026-05-14,2026-05-14,21.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1090,800,FALSE,,,,,,,a15d1688fad563c10f04c4d0725f0415ec63ba9d6fa9f120dc5447a48be20a19,3704,FALSE,,TRUE,77c699af4391e7140d615f5cf812204c96fc7c8d87e2194eb78647693dc828cc
API_OPENAI_0036,api_judge_run_20260514_163748,36,openai,ITEM_144,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,FALSE,1,2026-05-14,2026-05-14,20.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1090,800,FALSE,,,,,,,754d651df2296d90d9958f9021f083aa801e0650dd2d75eacffc4fb19d0d6779,3704,FALSE,,TRUE,77c699af4391e7140d615f5cf812204c96fc7c8d87e2194eb78647693dc828cc
API_OPENAI_0037,api_judge_run_20260514_163748,37,openai,ITEM_144,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,2,2026-05-14,2026-05-14,15.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1090,590,TRUE,4,2,5,4,4,2,2ad8da7855c99826d12c34cdc6088c6dd6103f2a6b7d5dabc0d0ca33b781b35c,4211,FALSE,,FALSE,
API_OPENAI_0038,api_judge_run_20260514_163748,38,openai,ITEM_149,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,14.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1101,590,TRUE,4,3,5,4,4,2,d454dd02419924ac9155e22e33bf656b949a0b35deb2422a48fcd68b4318204c,4211,FALSE,,FALSE,
API_OPENAI_0039,api_judge_run_20260514_163748,39,openai,ITEM_150,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,11.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1096,357,TRUE,4,3,5,5,4,2,0b75b61376a30d34e9f1563699886595040ff13a30636f84cbaa82957497a9bc,4211,FALSE,,FALSE,
API_OPENAI_0040,api_judge_run_20260514_163748,40,openai,ITEM_183,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,14.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1043,458,TRUE,4,3,5,5,4,2,001c684ac02076a4161928f18fe5401b19ad37530552c7cb0add06507e68d90c,4211,FALSE,,FALSE,
API_OPENAI_0041,api_judge_run_20260514_163748,41,openai,ITEM_184,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,15.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1045,577,TRUE,4,3,5,5,5,2,1b7f1a5ce66ccbb42c219aa8fabc52946dae1e9d8f9a82e3fcab34c262ffd052,4211,FALSE,,FALSE,
API_OPENAI_0042,api_judge_run_20260514_163748,42,openai,ITEM_189,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,17.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1040,577,TRUE,4,3,5,5,5,1,75e78cdbc2866513ee1794ea1a5e9b75ed8493bee5687162820c9814b2114341,4211,FALSE,,FALSE,
API_OPENAI_0043,api_judge_run_20260514_163748,43,openai,ITEM_190,GPT-5.5 Thinking,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,api.openai.com,ee0291cefbb5b6136483fb38ba9efe9264f9b685d5006c273e293a54b43a1883,200,TRUE,0,2026-05-14,2026-05-14,13.000,unsupported_not_set; target=0; note=unsupported_not_set_for_gpt_5_5,not_set,unsupported,,json_schema,FALSE,,"{""reasoning_effort"": ""high""}",1044,440,TRUE,4,3,5,5,5,2,71ed1afc0f7b5fdc808ceff7add0aa96fd2f6b66a31451a5925bfed7e9be62fa,4211,FALSE,,FALSE,
