item_id,domain,concept,task_type,generated_text
API810_128,Chemistry,物质微粒观,B,"{""concept"": ""物质微粒观"", ""id"": ""C08"", ""scene"": ""小云把糖放进水，糖“消失”了，其实是分子均匀散布其中。"", ""tags"": [""微粒"", ""分子运动"", ""溶解""], ""title"": ""糖消失在水里"", ""warning"": ""物质不是连续的，有最小结构单元。""}"
API810_129,Chemistry,相变,B,"{""concept"": ""相变"", ""id"": ""C09"", ""scene"": ""实验课上，冰水混合加热，温度计长时间停在0°C不动，同学们很奇怪。"", ""tags"": [""相变"", ""熔点"", ""吸热不升温""], ""title"": ""冰水共存的锅"", ""warning"": ""加热不一定升温，相变时温度保持不变。""}"
API810_130,Chemistry,化学反应与物理变化,B,"{""concept"": ""化学反应与物理变化"", ""id"": ""C10"", ""scene"": ""奶奶的铁锅放久了生锈，这和揉碎纸张不一样，产生了新物质。"", ""tags"": [""化学变化"", ""新物质"", ""物理变化""], ""title"": ""铁锅生锈了"", ""warning"": ""发光发热不一定是化学变化，关键看是否生成新物质。""}"
API810_131,Chemistry,化学键,B,"{""concept"": ""化学键"", ""id"": ""C11"", ""scene"": ""化学老师说，水变成氢气和氧气需要能量，因为要断开化学键。"", ""tags"": [""化学键"", ""断键吸能"", ""原子间力""], ""title"": ""断键要花力气"", ""warning"": ""化学键是原子间的力，不是分子之间的力。""}"
API810_132,Chemistry,溶液浓度与稀释,B,"{""concept"": ""溶液浓度与稀释"", ""id"": ""C12"", ""scene"": ""小赵配药水，把100mL浓液稀释到一半浓度，加100mL水却不够。"", ""tags"": [""稀释"", ""浓度"", ""溶质不变""], ""title"": ""加水加多少"", ""warning"": ""浓度减半要让总体积翻倍，不只是加等量水。""}"
API810_133,Biology,自然选择,B,"{""concept"": ""自然选择"", ""id"": ""C13"", ""scene"": ""工业污染后树皮变黑，深色蛾子不易被发现，存活更多，浅色减少。"", ""tags"": [""自然选择"", ""适应"", ""存活率""], ""title"": ""颜色深的蛾子"", ""warning"": ""生物不是主动进化，是环境筛选了已有变异。""}"
API810_134,Biology,进化没有预设目标,B,"{""concept"": ""进化没有预设目标"", ""id"": ""C14"", ""scene"": ""生物老师说：长颈鹿脖子变长，不是“想”够到树叶，是够得到的活下来了。"", ""tags"": [""进化方向"", ""无目标"", ""自然选择""], ""title"": ""没有终点的路"", ""warning"": ""进化没有终点，也没有'更高级'的方向。""}"
API810_135,Biology,随机变异与非随机选择,B,"{""concept"": ""随机变异与非随机选择"", ""id"": ""C15"", ""scene"": ""变异像掷骰子，结果随机；自然选择像裁判，决定谁留下来。"", ""tags"": [""随机变异"", ""非随机选择"", ""进化""], ""title"": ""骰子与裁判"", ""warning"": ""进化不是纯随机的，选择有方向。""}"
API810_136,Biology,遗传信息与性状,B,"{""concept"": ""遗传信息与性状"", ""id"": ""C16"", ""scene"": ""同卵双胞胎基因相同，但一个爱运动，肌肉更发达，性状仍有差异。"", ""tags"": [""基因"", ""环境影响"", ""性状""], ""title"": ""双胞胎不完全同"", ""warning"": ""一个基因不只决定一个性状，环境也有影响。""}"
API810_137,Biology,能量流动与物质循环,B,"{""concept"": ""能量流动与物质循环"", ""id"": ""C17"", ""scene"": ""小田吃牛肉，牛吃草，能量层层减少，但碳元素还在大气中循环。"", ""tags"": [""能量递减"", ""物质循环"", ""食物链""], ""title"": ""草→牛→人"", ""warning"": ""能量不可循环，物质可以，两者规律不同。""}"
API810_138,Biology,光合作用与细胞呼吸,B,"{""concept"": ""光合作用与细胞呼吸"", ""id"": ""C18"", ""scene"": ""晚上没有光，植物停止光合，但还在呼吸消耗氧气，这让小丽很惊讶。"", ""tags"": [""光合作用"", ""细胞呼吸"", ""全天进行""], ""title"": ""植物的双面生活"", ""warning"": ""植物不只白天呼吸，细胞呼吸全天都在进行。""}"
API810_139,Geoscience,板块构造,B,"{""concept"": ""板块构造"", ""id"": ""C19"", ""scene"": ""地理课上，老师把南美洲和非洲地图拼在一起，轮廓竟然吻合。"", ""tags"": [""板块运动"", ""大陆漂移"", ""软流圈""], ""title"": ""大陆在移动"", ""warning"": ""大陆不是漂浮在水上，是随板块整体移动。""}"
API810_140,Geoscience,地质时间,B,"{""concept"": ""地质时间"", ""id"": ""C20"", ""scene"": ""老师把46亿年压缩成一年，人类出现在最后几分钟，同学们沉默了。"", ""tags"": [""地质时间"", ""时间尺度"", ""人类历史""], ""title"": ""人类只是一瞬"", ""warning"": ""地质时间以百万年计，人类历史极为短暂。""}"
API810_141,Geoscience,岩石循环,B,"{""concept"": ""岩石循环"", ""id"": ""C21"", ""scene"": ""火山喷出岩浆冷却成岩石，岩石侵蚀后沉积，再被压变质，一直循环。"", ""tags"": [""岩石循环"", ""变质岩"", ""地质过程""], ""title"": ""石头也有生命"", ""warning"": ""岩石不是永久不变的，在地质时间中不断转化。""}"
API810_142,Geoscience,地震成因,B,"{""concept"": ""地震成因"", ""id"": ""C22"", ""scene"": ""地震时，小镇地面裂开，地质学家说是断层两侧岩石突然错动。"", ""tags"": [""断层"", ""板块运动"", ""地震波""], ""title"": ""断层错动的一刻"", ""warning"": ""地震主要来自构造断层，不是地下空洞塌陷。""}"
API810_143,Geoscience,火山与板块边界,B,"{""concept"": ""火山与板块边界"", ""id"": ""C23"", ""scene"": ""地图课上，同学发现火山几乎都在海岸边，老师说那是板块边界所在。"", ""tags"": [""火山"", ""板块边界"", ""俯冲带""], ""title"": ""环太平洋的火圈"", ""warning"": ""火山分布有规律，集中在板块边界，并非随机。""}"
API810_144,Geoscience,地球内部结构,B,"{""concept"": ""地球内部结构"", ""id"": ""C24"", ""scene"": ""科学家用地震波“透视”地球，发现内核是固态铁镍，而非岩浆。"", ""tags"": [""地球内部"", ""地震波"", ""内核固态""], ""title"": ""没人去过地心"", ""warning"": ""地球内部不是全部熔融，内核是固态的。""}"
API810_145,Climate/Environment,温室效应,B,"{""concept"": ""温室效应"", ""id"": ""C25"", ""scene"": ""老师说，没有温室效应地球会冻成冰球，它本是保护我们的机制。"", ""tags"": [""温室效应"", ""红外辐射"", ""自然现象""], ""title"": ""地球的玻璃罩"", ""warning"": ""温室效应本是自然的，增强才是问题所在。""}"
API810_146,Climate/Environment,天气与气候,B,"{""concept"": ""天气与气候"", ""id"": ""C26"", ""scene"": ""冬天突然下雪，爷爷说“全球变暖是假的”，气象员摇摇头说这只是天气。"", ""tags"": [""天气"", ""气候"", ""时间尺度""], ""title"": ""今天冷≠气候冷"", ""warning"": ""一次天气异常不能说明气候变化的趋势。""}"
API810_147,Climate/Environment,全球变暖与气候变化,B,"{""concept"": ""全球变暖与气候变化"", ""id"": ""C27"", ""scene"": ""科学家展示百年气温曲线，整体上升，尽管某些年份局部偏冷。"", ""tags"": [""全球变暖"", ""气候变化"", ""平均气温""], ""title"": ""平均值在上升"", ""warning"": ""局部变冷不能否定全球平均气温上升的趋势。""}"
API810_148,Climate/Environment,二氧化碳的气候作用,B,"{""concept"": ""二氧化碳的气候作用"", ""id"": ""C28"", ""scene"": ""小宇种花，知道植物需要CO₂，但老师说浓度太高会让地球越来越热。"", ""tags"": [""CO₂"", ""温室气体"", ""气候变暖""], ""title"": ""植物也爱CO₂"", ""warning"": ""CO₂对植物有益，但过量排放会加剧气候变暖。""}"
API810_149,Climate/Environment,海洋垃圾与塑料污染,B,"{""concept"": ""海洋垃圾与塑料污染"", ""id"": ""C29"", ""scene"": ""渔民捕鱼，网里有鱼也有塑料碎片，塑料早已碎成肉眼难见的微粒。"", ""tags"": [""微塑料"", ""海洋污染"", ""食物链""], ""title"": ""看不见的碎片"", ""warning"": ""塑料不会消失，只会变成更小的微塑料残留。""}"
API810_150,Climate/Environment,自然变率与人为影响,B,"{""concept"": ""自然变率与人为影响"", ""id"": ""C30"", ""scene"": ""地质学家说，历史上气候也变过，但现在变暖速度远超自然节律。"", ""tags"": [""自然变率"", ""人为排放"", ""变暖速度""], ""title"": ""自然也会变，但没这么快"", ""warning"": ""气候变化有自然因素，但当前变暖主要由人类活动驱动。""}"
API810_151,Physics,惯性,C,answer: A
API810_152,Physics,净力与加速度,C,answer: B
API810_153,Physics,牛顿第三定律,C,answer: C
API810_154,Physics,抛体运动,C,answer: C
API810_155,Physics,圆周运动,C,answer: B
API810_156,Physics,摩擦力与运动,C,answer: B
API810_157,Chemistry,质量守恒,C,answer: B
API810_158,Chemistry,物质微粒观,C,answer: B
API810_159,Chemistry,相变,C,answer: B
API810_160,Chemistry,化学反应与物理变化,C,answer: B
API810_161,Chemistry,化学键,C,answer: B
API810_162,Chemistry,溶液浓度与稀释,C,answer: B
API810_163,Biology,自然选择,C,answer: B
API810_164,Biology,进化没有预设目标,C,answer: B
API810_165,Biology,随机变异与非随机选择,C,answer: B
API810_166,Biology,遗传信息与性状,C,answer: B
API810_167,Biology,能量流动与物质循环,C,answer: B
API810_168,Biology,光合作用与细胞呼吸,C,answer: C
API810_169,Geoscience,板块构造,C,answer: B
API810_170,Geoscience,地质时间,C,answer: B
API810_171,Geoscience,岩石循环,C,answer: C
API810_172,Geoscience,地震成因,C,answer: C
API810_173,Geoscience,火山与板块边界,C,answer: B
API810_174,Geoscience,地球内部结构,C,answer: C
API810_175,Climate/Environment,温室效应,C,answer: C
API810_176,Climate/Environment,天气与气候,C,answer: B
API810_177,Climate/Environment,全球变暖与气候变化,C,answer: C
API810_178,Climate/Environment,二氧化碳的气候作用,C,answer: C
API810_179,Climate/Environment,海洋垃圾与塑料污染,C,answer: C
API810_180,Climate/Environment,自然变率与人为影响,C,answer: B
API810_181,Physics,惯性,A,"text: 惯性是物体保持原有运动状态的固有性质。
misconception: 运动必须持续受力维持
correction: 无净力时物体可保持匀速直线运动。"
API810_182,Physics,净力与加速度,A,"text: 净力是合外力，其大小与物体加速度成正比。
misconception: 有受力就一定有加速度
correction: 合力为零时，加速度为零，物体保持原状态。"
API810_183,Physics,牛顿第三定律,A,"text: 两个物体间作用力与反作用力大小相等、方向相反。
misconception: 作用力与反作用力相互抵消
correction: 二者作用在不同物体，无法抵消。"
API810_184,Physics,抛体运动,A,"text: 抛体运动是仅受重力的曲线运动，水平方向匀速。
misconception: 抛体上升时不受重力
correction: 全程受重力，加速度恒为重力加速度。"
API810_185,Physics,圆周运动,A,"text: 圆周运动需向心力，使其不断改变运动方向。
misconception: 离心力是真实存在的力
correction: 离心力是惯性表现，非真实作用力。"
API810_186,Physics,摩擦力与运动,A,"text: 摩擦力是接触面阻碍相对运动的力，可助力运动。
misconception: 摩擦力总阻碍物体运动
correction: 摩擦力可作为动力，如走路时的静摩擦。"
API810_187,Chemistry,质量守恒,A,"text: 质量守恒指化学反应中，反应物总质量等于生成物总质量。
misconception: 化学反应会使质量减少
correction: 反应前后原子种类和数目不变，质量守恒。"
API810_188,Chemistry,物质微粒观,A,"text: 物质由微观粒子构成，粒子永不停息做无规则运动。
misconception: 物质是连续无间隙的
correction: 物质由微粒组成，微粒间存在间隙。"
API810_189,Chemistry,相变,A,"text: 相变是物质在固、液、气间转变，仅改状态不改本质。
misconception: 相变是化学反应
correction: 相变无新物质生成，属于物理变化。"
API810_190,Chemistry,化学反应与物理变化,A,"text: 化学反应生成新物质，物理变化仅改变状态或形态。
misconception: 有状态变化就是化学反应
correction: 无新物质生成的状态变化是物理变化。"
API810_191,Chemistry,化学键,A,"text: 化学键是相邻原子间的强相互作用，维持物质结构。
misconception: 化学键断裂就是化学反应
correction: 仅化学键断裂无新键生成，非化学反应。"
API810_192,Chemistry,溶液浓度与稀释,A,"text: 溶液浓度指溶质占比，稀释仅增加溶剂，溶质总量不变。
misconception: 稀释会减少溶质质量
correction: 稀释只改变浓度，溶质的质量保持不变。"
API810_193,Biology,自然选择,A,"text: 自然选择是环境筛选生物，适者生存并传递有利性状。
misconception: 自然选择是生物主动适应
correction: 自然选择是被动筛选，非生物主动改变。"
API810_194,Biology,进化没有预设目标,A,"text: 生物进化无固定方向，仅适应当下环境，无终极目标。
misconception: 进化会趋向更高级形态
correction: 进化无预设目标，仅适配所处环境。"
API810_195,Biology,随机变异与非随机选择,A,"text: 生物变异随机产生，自然选择则是非随机的筛选过程。
misconception: 变异是为适应环境产生
correction: 变异随机，选择非随机，决定进化方向。"
API810_196,Biology,遗传信息与性状,A,"text: 遗传信息储存在DNA中，决定生物性状的表达。
misconception: 性状仅由遗传信息决定
correction: 性状是遗传信息与环境共同作用的结果。"
API810_197,Biology,能量流动与物质循环,A,"text: 生态系统中能量单向流动，物质则可循环利用。
misconception: 能量和物质都能循环
correction: 能量逐级递减不可循环，物质可反复利用。"
API810_198,Biology,光合作用与细胞呼吸,A,"text: 光合制造有机物储能量，呼吸分解有机物释放能量。
misconception: 植物只进行光合作用
correction: 植物同时进行光合作用和细胞呼吸。"
API810_199,Geoscience,板块构造,A,"text: 地球岩石圈由板块构成，板块缓慢运动引发地质变化。
misconception: 地球板块是静止不动的
correction: 板块不断运动，速度约每年几厘米。"
API810_200,Geoscience,地质时间,A,"text: 地质时间是描述地球演化的尺度，以百万年为单位。
misconception: 地质时间和人类时间尺度相近
correction: 地质时间跨度极长，远超人类时间尺度。"
API810_201,Geoscience,岩石循环,A,"text: 岩石循环是岩浆岩、沉积岩、变质岩间的相互转化过程。
misconception: 岩石形成后不会改变类型
correction: 岩石在地质作用下可转化为其他类型岩石。"
API810_202,Geoscience,地震成因,A,"text: 地震是板块运动使地壳应力累积，突然释放引发震动。
misconception: 地震是由地下生物活动引起
correction: 地震源于地壳板块的运动和应力释放。"
API810_203,Geoscience,火山与板块边界,A,"text: 火山多分布在板块边界，岩浆从地壳薄弱处喷出形成。
misconception: 火山随机分布无规律
correction: 火山集中在板块边界，因板块活动易形成。"
API810_204,Geoscience,地球内部结构,A,"text: 地球内部分地壳、地幔、地核，各层物质状态不同。
misconception: 地球内部是均匀的固体
correction: 地核外核为液态，地幔有塑性流动层。"
API810_205,Climate/Environment,温室效应,A,"text: 温室效应是大气截留热量，使地球表面维持适宜温度。
misconception: 温室效应都是有害的
correction: 适度温室效应有益，过度则引发气候问题。"
API810_206,Climate/Environment,天气与气候,A,"text: 天气是短期大气状况，气候是长期平均的大气特征。
misconception: 天气和气候是同一概念
correction: 天气短时效，气候是长时间尺度的大气状态。"
API810_207,Climate/Environment,全球变暖与气候变化,A,"text: 全球变暖是气候变暖趋势，气候变化含更广泛气候异动。
misconception: 全球变暖等于气候变化
correction: 全球变暖是气候变化的一个重要表现。"
API810_208,Climate/Environment,二氧化碳的气候作用,A,"text: 二氧化碳是温室气体，过量会增强温室效应导致升温。
misconception: 二氧化碳对气候无影响
correction: 过量CO₂会加剧温室效应，推高全球气温。"
API810_209,Climate/Environment,海洋垃圾与塑料污染,A,"text: 海洋垃圾以塑料为主，难降解，危害海洋生态系统。
misconception: 海洋塑料会快速自然降解
correction: 塑料在海洋中降解需数百年，持续污染环境。"
API810_210,Climate/Environment,自然变率与人为影响,A,"text: 自然变率是气候自然波动，人为影响是人类活动引发变化。
misconception: 气候变化仅由自然变率导致
correction: 当前气候变化主要由人类活动叠加自然变率引发。"
API810_211,Physics,惯性,B,"{""concept"": ""惯性"", ""id"": ""C01"", ""scene"": ""公交急刹，小林身体前倾，才发现身体会保持原来的运动。"", ""tags"": [""惯性"", ""运动状态"", ""净力""], ""title"": ""急刹那刻"", ""warning"": ""别把惯性误解成一种力。""}"
API810_212,Physics,净力与加速度,B,"{""concept"": ""净力与加速度"", ""id"": ""C02"", ""scene"": ""小明推空车快，推满载车慢，因净力相同质量影响加速度。"", ""tags"": [""净力"", ""加速度"", ""质量""], ""title"": ""推车的快慢"", ""warning"": ""非净力越大加速度就一定越大。""}"
API810_213,Physics,牛顿第三定律,B,"{""concept"": ""牛顿第三定律"", ""id"": ""C03"", ""scene"": ""小红拍手时，左手给右手的力和右手给左手的力相等。"", ""tags"": [""作用力"", ""反作用力"", ""相等""], ""title"": ""拍手的力量"", ""warning"": ""误解反作用力比作用力小。""}"
API810_214,Physics,抛体运动,B,"{""concept"": ""抛体运动"", ""id"": ""C04"", ""scene"": ""小刚扔皮球，皮球虽受重力，水平方向仍保持匀速运动。"", ""tags"": [""抛体"", ""重力"", ""匀速""], ""title"": ""抛出的皮球"", ""warning"": ""误以为抛体水平方向会减速。""}"
API810_215,Physics,圆周运动,B,"{""concept"": ""圆周运动"", ""id"": ""C05"", ""scene"": ""小丽转陀螺，陀螺绕轴旋转时需向心力维持圆周运动。"", ""tags"": [""圆周运动"", ""向心力"", ""旋转""], ""title"": ""旋转的陀螺"", ""warning"": ""误解离心力是真实存在的力。""}"
API810_216,Physics,摩擦力与运动,B,"{""concept"": ""摩擦力与运动"", ""id"": ""C06"", ""scene"": ""小强走路，鞋底与地面的摩擦力推动他向前移动。"", ""tags"": [""摩擦力"", ""运动"", ""动力""], ""title"": ""走路的摩擦力"", ""warning"": ""认为摩擦力总阻碍运动。""}"
API810_217,Chemistry,质量守恒,B,"{""concept"": ""质量守恒"", ""id"": ""C07"", ""scene"": ""小美烧纸片，灰烬加气体质量总和与原纸片相等。"", ""tags"": [""质量守恒"", ""燃烧"", ""总和""], ""title"": ""燃烧的纸片"", ""warning"": ""误以为燃烧后质量会减少。""}"
API810_218,Chemistry,物质微粒观,B,"{""concept"": ""物质微粒观"", ""id"": ""C08"", ""scene"": ""小宇把蔗糖溶水，蔗糖微粒分散仍存在未消失。"", ""tags"": [""微粒"", ""溶解"", ""存在""], ""title"": ""蔗糖溶水里"", ""warning"": ""认为溶解后物质就消失了。""}"
API810_219,Chemistry,相变,B,"{""concept"": ""相变"", ""id"": ""C09"", ""scene"": ""小佳烧开水，水变水蒸气，只是状态变物质未变。"", ""tags"": [""相变"", ""状态"", ""物质""], ""title"": ""烧水的相变"", ""warning"": ""误解相变是物质发生质变。""}"
API810_220,Chemistry,化学反应与物理变化,B,"{""concept"": ""化学反应与物理变化"", ""id"": ""C10"", ""scene"": ""小浩折纸是物理变，烧纸生成新物质是化学变化。"", ""tags"": [""化学反应"", ""物理变化"", ""新物质""], ""title"": ""折纸与烧纸"", ""warning"": ""分不清形变和新物质生成。""}"
API810_221,Chemistry,化学键,B,"{""concept"": ""化学键"", ""id"": ""C11"", ""scene"": ""小琪看模型，原子靠化学键结合成分子不会随意分开。"", ""tags"": [""化学键"", ""原子"", ""分子""], ""title"": ""分子的连接"", ""warning"": ""误以为化学键是物理连接。""}"
API810_222,Chemistry,溶液浓度与稀释,B,"{""concept"": ""溶液浓度与稀释"", ""id"": ""C12"", ""scene"": ""小琳给糖水加水，溶质不变仅溶液浓度降低。"", ""tags"": [""浓度"", ""稀释"", ""溶质""], ""title"": ""加水的糖水"", ""warning"": ""认为稀释会减少溶质质量。""}"
API810_223,Biology,自然选择,B,"{""concept"": ""自然选择"", ""id"": ""C13"", ""scene"": ""北方麻雀抗寒，是自然选择保留了耐寒个体。"", ""tags"": [""自然选择"", ""适应"", ""保留""], ""title"": ""抗寒的麻雀"", ""warning"": ""误解自然选择是主动选择。""}"
API810_224,Biology,进化没有预设目标,B,"{""concept"": ""进化没有预设目标"", ""id"": ""C14"", ""scene"": ""长颈鹿脖子长，非预设目标是适应环境的结果。"", ""tags"": [""进化"", ""无目标"", ""适应""], ""title"": ""进化的方向"", ""warning"": ""认为进化有固定目标方向。""}"
API810_225,Biology,随机变异与非随机选择,B,"{""concept"": ""随机变异与非随机选择"", ""id"": ""C15"", ""scene"": ""野花花色变异随机，蜜蜂选鲜艳的是非随机选择。"", ""tags"": [""变异"", ""随机"", ""选择""], ""title"": ""花色的变异"", ""warning"": ""误以为变异是有方向的。""}"
API810_226,Biology,遗传信息与性状,B,"{""concept"": ""遗传信息与性状"", ""id"": ""C16"", ""scene"": ""小明单眼皮，是基因里的遗传信息决定的性状。"", ""tags"": [""遗传信息"", ""性状"", ""基因""], ""title"": ""单眼皮的小明"", ""warning"": ""认为性状仅由环境决定。""}"
API810_227,Biology,能量流动与物质循环,B,"{""concept"": ""能量流动与物质循环"", ""id"": ""C17"", ""scene"": ""草原上，能量单向流动，而物质可循环被利用。"", ""tags"": [""能量流动"", ""物质循环"", ""单向""], ""title"": ""草原的能量"", ""warning"": ""误解能量也能循环利用。""}"
API810_228,Biology,光合作用与细胞呼吸,B,"{""concept"": ""光合作用与细胞呼吸"", ""id"": ""C18"", ""scene"": ""小李见树叶，白天光合产氧，夜晚细胞呼吸耗氧。"", ""tags"": [""光合作用"", ""呼吸"", ""氧气""], ""title"": ""树叶的呼吸"", ""warning"": ""认为植物只光合不呼吸。""}"
API810_229,Geoscience,板块构造,B,"{""concept"": ""板块构造"", ""id"": ""C19"", ""scene"": ""地质学家观测，非洲板块和亚欧板块在缓慢移动。"", ""tags"": [""板块构造"", ""大陆"", ""移动""], ""title"": ""移动的大陆"", ""warning"": ""误以为大陆是固定不动的。""}"
API810_230,Geoscience,地质时间,B,"{""concept"": ""地质时间"", ""id"": ""C20"", ""scene"": ""考古队挖化石，测算出它已存在上亿年地质时间。"", ""tags"": [""地质时间"", ""化石"", ""亿年""], ""title"": ""化石的年龄"", ""warning"": ""低估地质时间的漫长性。""}"
API810_231,Geoscience,岩石循环,B,"{""concept"": ""岩石循环"", ""id"": ""C21"", ""scene"": ""火山岩经风化，慢慢变成沉积岩参与岩石循环。"", ""tags"": [""岩石循环"", ""风化"", ""转变""], ""title"": ""岩石的转变"", ""warning"": ""认为岩石种类不会改变。""}"
API810_232,Geoscience,地震成因,B,"{""concept"": ""地震成因"", ""id"": ""C22"", ""scene"": ""四川民居摇晃，是板块挤压释放能量引发地震。"", ""tags"": [""地震"", ""板块挤压"", ""能量""], ""title"": ""摇晃的房屋"", ""warning"": ""误解地震是地下有怪兽。""}"
API810_233,Geoscience,火山与板块边界,B,"{""concept"": ""火山与板块边界"", ""id"": ""C23"", ""scene"": ""富士山喷发，因它位于太平洋板块与亚欧边界。"", ""tags"": [""火山"", ""板块边界"", ""喷发""], ""title"": ""喷发的火山"", ""warning"": ""认为火山随机喷发无规律。""}"
API810_234,Geoscience,地球内部结构,B,"{""concept"": ""地球内部结构"", ""id"": ""C24"", ""scene"": ""科学家探测，地球内部有地核、地幔、地壳三层。"", ""tags"": [""地球内部"", ""地核"", ""地壳""], ""title"": ""地球的核心"", ""warning"": ""误以为地球内部全是岩浆。""}"
API810_235,Climate/Environment,温室效应,B,"{""concept"": ""温室效应"", ""id"": ""C25"", ""scene"": ""大棚温室保暖，类似大气的温室效应留住热量。"", ""tags"": [""温室效应"", ""热量"", ""大气""], ""title"": ""温室的温度"", ""warning"": ""认为温室效应全是坏处。""}"
API810_236,Climate/Environment,天气与气候,B,"{""concept"": ""天气与气候"", ""id"": ""C26"", ""scene"": ""小王说今天冷，却不知本地全年气候偏暖。"", ""tags"": [""天气"", ""气候"", ""短期""], ""title"": ""今日与全年"", ""warning"": ""混淆天气和气候的概念。""}"
API810_237,Climate/Environment,全球变暖与气候变化,B,"{""concept"": ""全球变暖与气候变化"", ""id"": ""C27"", ""scene"": ""极地冰川消融，是全球变暖引发的气候变化。"", ""tags"": [""全球变暖"", ""气候"", ""冰川""], ""title"": ""变暖的地球"", ""warning"": ""认为变暖是局部温度升。""}"
API810_238,Climate/Environment,二氧化碳的气候作用,B,"{""concept"": ""二氧化碳的气候作用"", ""id"": ""C28"", ""scene"": ""小方得知，适量CO₂保温，过量则加剧变暖。"", ""tags"": [""二氧化碳"", ""保温"", ""变暖""], ""title"": ""二氧化碳的功过"", ""warning"": ""认为CO₂只有负面影响。""}"
API810_239,Climate/Environment,海洋垃圾与塑料污染,B,"{""concept"": ""海洋垃圾与塑料污染"", ""id"": ""C29"", ""scene"": ""小张捡海边塑料瓶，塑料污染已危及海洋生物。"", ""tags"": [""海洋垃圾"", ""塑料"", ""污染""], ""title"": ""海边的塑料瓶"", ""warning"": ""认为塑料垃圾会快速降解。""}"
API810_240,Climate/Environment,自然变率与人为影响,B,"{""concept"": ""自然变率与人为影响"", ""id"": ""C30"", ""scene"": ""研究员分析，气候变率含自然和人为双重影响。"", ""tags"": [""自然变率"", ""人为"", ""气候""], ""title"": ""气候的变化因"", ""warning"": ""认为气候变仅因自然。""}"
API810_241,Physics,惯性,C,answer: A
API810_242,Physics,净力与加速度,C,answer: A
API810_243,Physics,牛顿第三定律,C,answer: A
API810_244,Physics,抛体运动,C,answer: A
API810_245,Physics,圆周运动,C,answer: A
API810_246,Physics,摩擦力与运动,C,answer: A
API810_247,Chemistry,质量守恒,C,answer: A
API810_248,Chemistry,物质微粒观,C,answer: A
API810_249,Chemistry,相变,C,answer: A
API810_250,Chemistry,化学反应与物理变化,C,answer: A
API810_251,Chemistry,化学键,C,answer: A
API810_252,Chemistry,溶液浓度与稀释,C,answer: A
API810_253,Biology,自然选择,C,answer: A
API810_254,Biology,进化没有预设目标,C,answer: A
API810_255,Biology,随机变异与非随机选择,C,answer: A
API810_256,Biology,遗传信息与性状,C,answer: A
API810_257,Biology,能量流动与物质循环,C,answer: A
API810_258,Biology,光合作用与细胞呼吸,C,answer: A
API810_259,Geoscience,板块构造,C,answer: A
API810_260,Geoscience,地质时间,C,answer: A
API810_261,Geoscience,岩石循环,C,answer: A
API810_262,Geoscience,地震成因,C,answer: A
API810_263,Geoscience,火山与板块边界,C,answer: A
API810_264,Geoscience,地球内部结构,C,answer: A
API810_265,Climate/Environment,温室效应,C,answer: A
API810_266,Climate/Environment,天气与气候,C,answer: A
API810_267,Climate/Environment,全球变暖与气候变化,C,answer: A
API810_268,Climate/Environment,二氧化碳的气候作用,C,answer: A
API810_269,Climate/Environment,海洋垃圾与塑料污染,C,answer: A
API810_270,Climate/Environment,自然变率与人为影响,C,answer: A
API810_271,Physics,惯性,A,"text: 惯性是物体保持原有运动状态的性质。
misconception: 运动必须一直受力
correction: 没有净力时，物体也可保持匀速直线运动。"
API810_272,Physics,净力与加速度,A,"text: 净力不为零时，物体速度变化会产生加速度。
misconception: 受力大速度一定大
correction: 净力决定加速度，不是直接决定速度大小。"
API810_273,Physics,牛顿第三定律,A,"text: 作用力与反作用力大小相等、方向相反，作用在不同物体上。
misconception: 反作用力总比作用力晚出现
correction: 作用力与反作用力同时产生，没有先后之分。"
API810_274,Physics,抛体运动,A,"text: 抛出的物体受重力作用，沿曲线运动。
misconception: 物体抛出后向上时力还在推它
correction: 抛出后只有重力作用，向上运动源于初速度。"
API810_275,Physics,圆周运动,A,"text: 物体沿圆周运动时，需要指向圆心的向心力。
misconception: 圆周运动存在向外的离心力
correction: 感受到的向外拖拽是惯性表现，不是真实离心力。"
API810_276,Physics,摩擦力与运动,A,"text: 摩擦力阻碍物体间相对滑动，大小与压力有关。
misconception: 摩擦力总阻碍物体前进
correction: 摩擦力可推动物体，如人走路时鞋底向后蹬。"
API810_277,Chemistry,质量守恒,A,"text: 化学反应前后，体系总质量不变。
misconception: 烧完后灰变轻，物质消失了
correction: 生成气体散逸到空气中，总质量仍守恒。"
API810_278,Chemistry,物质微粒观,A,"text: 物质由大量不断运动的微小粒子构成，粒子间有空隙。
misconception: 静止的水中分子也不动
correction: 分子始终在不停运动，温度越高运动越剧烈。"
API810_279,Chemistry,相变,A,"text: 物质在固液气三态间转变时，温度暂时保持不变。
misconception: 冰水混合物温度会继续下降
correction: 冰全熔化前，混合物保持在0℃，吸收热量用于相变。"
API810_280,Chemistry,化学反应与物理变化,A,"text: 化学反应有新物质生成，物理变化仅改变形态。
misconception: 水蒸发是化学变化
correction: 水蒸发只是状态改变，水分子本身没有变。"
API810_281,Chemistry,化学键,A,"text: 原子通过化学键连接成分子，断键吸热、成键放热。
misconception: 分子断裂就会放出热量
correction: 断开化学键需要吸收能量，成键时才放出能量。"
API810_282,Chemistry,溶液浓度与稀释,A,"text: 稀释是增加溶剂、降低溶质相对浓度的过程。
misconception: 加水稀释后溶质总量减少
correction: 溶质的量不变，只是溶剂增多使浓度下降。"
