item_id,source_item_uid,domain,concept,task_type,source_generator_model,judge_provider,paper_model_label,judge_model_requested,actual_api_model,judge_model_returned,fa,cc,lc,tf,mq,risk,parse_success,retry_count,http_status,usage_prompt_tokens,usage_completion_tokens,selected_after_merge,api_input_sha256,prompt_sha256,schema_sha256,score_row_sha256,call_date_utc_if_available,raw_response_sha256_if_available,raw_response_bytes_if_available,api_input_integrity_status
API810_002,千问_A_C02,Physics,净力与加速度,A,Alibaba Qwen,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,4.0,3.0,5.0,5.0,5.0,1.0,True,0,200,765.0,95.0,True,1f8182546e11c1e686673a8e7b54693af5f44406c5994adff21eb41d599fb003,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,a3ec03c79089b06baa799b4108ba744aa3f9efd57b78097d147b08d5b74e6465,,,,input_nonempty_basic_pass
API810_002,千问_A_C02,Physics,净力与加速度,A,Alibaba Qwen,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,2.0,True,0,200,896.0,132.0,True,1f8182546e11c1e686673a8e7b54693af5f44406c5994adff21eb41d599fb003,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,f62c1f756b3105c36893bdf02fb2a20206914b779fce56815a61e3ae4cbb7d28,,,,input_nonempty_basic_pass
API810_002,千问_A_C02,Physics,净力与加速度,A,Alibaba Qwen,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,4.0,3.0,5.0,4.0,5.0,2.0,True,0,200,849.0,123.0,True,1f8182546e11c1e686673a8e7b54693af5f44406c5994adff21eb41d599fb003,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,67889085a4731e7475fba57a9637cbc04f9891b72e6ee13ae3f59ee0fd11f836,,,,input_nonempty_basic_pass
API810_002,千问_A_C02,Physics,净力与加速度,A,Alibaba Qwen,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,3.0,3.0,5.0,3.0,5.0,3.0,True,0,200,828.0,1484.0,True,1f8182546e11c1e686673a8e7b54693af5f44406c5994adff21eb41d599fb003,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,32330e73b7ee73a80e0a1dba39dc6dcf605c106ef25de318384b3885914c9cc2,,,,input_nonempty_basic_pass
API810_002,千问_A_C02,Physics,净力与加速度,A,Alibaba Qwen,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,3.0,3.0,4.0,4.0,3.0,3.0,True,0,200,763.0,5945.0,True,1f8182546e11c1e686673a8e7b54693af5f44406c5994adff21eb41d599fb003,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,a58b9d319847f2fb9a376f9711e38429ce677e6ed8cc97a8da379a0f284fee23,,,,input_nonempty_basic_pass
API810_002,千问_A_C02,Physics,净力与加速度,A,Alibaba Qwen,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,4.0,5.0,5.0,1.0,True,0,200,813.0,104.0,True,1f8182546e11c1e686673a8e7b54693af5f44406c5994adff21eb41d599fb003,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,2e1a514032338a18615183548456b1f87b8235227d404d16f042fe027fd86ebc,,,,input_nonempty_basic_pass
API810_002,千问_A_C02,Physics,净力与加速度,A,Alibaba Qwen,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,4.0,3.0,5.0,5.0,5.0,2.0,True,0,200,1040.0,591.0,True,1f8182546e11c1e686673a8e7b54693af5f44406c5994adff21eb41d599fb003,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,a17d91dacdabee461c6b7f9f93dd659e0dfac63d2c00352523ee544f7a998800,,,,input_nonempty_basic_pass
API810_002,千问_A_C02,Physics,净力与加速度,A,Alibaba Qwen,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,4.0,2.0,4.0,4.0,4.0,2.0,True,0,200,829.0,371.0,True,1f8182546e11c1e686673a8e7b54693af5f44406c5994adff21eb41d599fb003,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,2e04ec80f9b15b870f982ab20c7b5a12c38734fd1db2ffd818ccd334aeb10304,,,,input_nonempty_basic_pass
API810_003,千问_A_C03,Physics,牛顿第三定律,A,Alibaba Qwen,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4.0,3.0,4.0,4.0,4.0,2.0,True,0,200,1182.0,128.0,True,929a55002dfd107737c2f540e2e35c90d8a23ece88f1eb6e8800d54600454c8c,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,82f20bd97c47f32809c41a6de866e941d0e28b3f41b1095b24b58ea7c930f083,2026-05-27,c197f2545cbf079a87bc913ac504d20e2d5c7f3c53ff320840e5b12f676206bd,720,input_nonempty_basic_pass
API810_003,千问_A_C03,Physics,牛顿第三定律,A,Alibaba Qwen,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,4.0,3.0,4.0,4.0,4.0,2.0,True,0,200,768.0,95.0,True,929a55002dfd107737c2f540e2e35c90d8a23ece88f1eb6e8800d54600454c8c,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,1d0432cc73ab35617341339ed7b455fa5960e918e95ccfe7a5e76c13c1dc5a7a,2026-05-27,4fffa039b1cf162817fded25cb0b9c68d5def28f5e4099f11eb7956ee3306598,727,input_nonempty_basic_pass
API810_003,千问_A_C03,Physics,牛顿第三定律,A,Alibaba Qwen,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,5.0,4.0,3.0,3.0,True,0,200,894.0,132.0,True,929a55002dfd107737c2f540e2e35c90d8a23ece88f1eb6e8800d54600454c8c,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,858dbff5f3bda4496e939b82032bf5ae8eab5afdec2ea3ab9ad3efeb03c170d4,2026-05-27,f3c0f803639619f4193ad8a2490d68421b27703f73b4dd369e16d01e4209f364,724,input_nonempty_basic_pass
API810_003,千问_A_C03,Physics,牛顿第三定律,A,Alibaba Qwen,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,5.0,4.0,5.0,5.0,5.0,1.0,True,0,200,855.0,123.0,True,929a55002dfd107737c2f540e2e35c90d8a23ece88f1eb6e8800d54600454c8c,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,4d8c5546a7de74370ab99d071c543c5b214ef477025e601ada90bbeded0b28e7,2026-05-27,f8855df70a1c8bc02cbd2b3b107c87e4f1cb08db0b340b6c5cea555556e502f7,921,input_nonempty_basic_pass
API810_003,千问_A_C03,Physics,牛顿第三定律,A,Alibaba Qwen,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,5.0,5.0,5.0,5.0,1.0,True,0,200,833.0,856.0,True,929a55002dfd107737c2f540e2e35c90d8a23ece88f1eb6e8800d54600454c8c,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,491996b9360f8d0cd1b4b504756a41caefd3f07ff542226f8a153d494154d0e0,2026-05-27,cb48ffb430278044f9764c9c3e0fb5765eed1b921d3b214f8072590ac4ae2dbc,3551,input_nonempty_basic_pass
API810_003,千问_A_C03,Physics,牛顿第三定律,A,Alibaba Qwen,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,4.0,3.0,5.0,3.0,4.0,1.0,True,0,200,762.0,4654.0,True,929a55002dfd107737c2f540e2e35c90d8a23ece88f1eb6e8800d54600454c8c,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,fea2bf23ac72e6dbca09538b10f91041c73c9401baecc0d25426ad08c5d38506,2026-05-27,a1d42f53ffd53c4298f57e1f1486b8d8889c3071d86031270bad27f8a4a41378,1127077,input_nonempty_basic_pass
API810_003,千问_A_C03,Physics,牛顿第三定律,A,Alibaba Qwen,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,4.0,5.0,5.0,5.0,1.0,True,0,200,818.0,104.0,True,929a55002dfd107737c2f540e2e35c90d8a23ece88f1eb6e8800d54600454c8c,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,7bfd0fc7802bb7830d0ed2528adffe90b2b4e05c10bf908b2914d2c8697771f4,2026-05-27,966a06f6821731262bcd2fe5cfdc5132dd3650e0eb3ba6432a4a33ae8ffa031c,622,input_nonempty_basic_pass
API810_003,千问_A_C03,Physics,牛顿第三定律,A,Alibaba Qwen,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,4.0,4.0,5.0,5.0,5.0,1.0,True,0,200,1044.0,591.0,True,929a55002dfd107737c2f540e2e35c90d8a23ece88f1eb6e8800d54600454c8c,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,735ca84cd41389d1552d2617ab4ae4853f106eb3b3afa805ed15c2a158ffd117,2026-05-27,5306452a83af98102f71a13598fc66d6c4eb99330a010bbbd3a6884336a16ff0,4244,input_nonempty_basic_pass
API810_003,千问_A_C03,Physics,牛顿第三定律,A,Alibaba Qwen,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5.0,3.0,5.0,5.0,5.0,1.0,True,0,200,830.0,371.0,True,929a55002dfd107737c2f540e2e35c90d8a23ece88f1eb6e8800d54600454c8c,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,79f3de564e3418a380bf8d6405c89c3d25846118832c35d66d2ae45f180ab20d,2026-05-27,8ade88e0d7dc6ab1ae636db4a9bd12a0f6fe596ffc80c09fb2871de4a1dd48f2,31346,input_nonempty_basic_pass
API810_004,千问_A_C04,Physics,抛体运动,A,Alibaba Qwen,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4.0,2.0,2.0,3.0,4.0,3.0,True,0,200,1180.0,128.0,True,227720273d1def2111f7d95611bd794650f215eb74f5ca81dacdcadafe27675e,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,9fa90e0b8699cd53c27cd4fd2573638a669ef68e756d7ffe2be9f31b8de871b3,,,,input_nonempty_basic_pass
API810_004,千问_A_C04,Physics,抛体运动,A,Alibaba Qwen,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,5.0,3.0,4.0,5.0,5.0,1.0,True,0,200,761.0,94.0,True,227720273d1def2111f7d95611bd794650f215eb74f5ca81dacdcadafe27675e,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,f9cdd2f0efc146ee433c07d00094de973cad8eec98b852af3c27564490bbd557,,,,input_nonempty_basic_pass
API810_004,千问_A_C04,Physics,抛体运动,A,Alibaba Qwen,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,4.0,3.0,5.0,2.0,True,0,200,884.0,129.0,True,227720273d1def2111f7d95611bd794650f215eb74f5ca81dacdcadafe27675e,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,911dfbdd7f5b87665198f3a13b7f09459005a81cdd72bff7f77e956a4fc41aac,,,,input_nonempty_basic_pass
API810_004,千问_A_C04,Physics,抛体运动,A,Alibaba Qwen,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,5.0,4.0,5.0,5.0,5.0,1.0,True,0,200,846.0,120.0,True,227720273d1def2111f7d95611bd794650f215eb74f5ca81dacdcadafe27675e,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,e6d332c80d400925f81030d61cbd9bbb56b7ee1dddf0f63f7bc087559e8b702c,,,,input_nonempty_basic_pass
API810_004,千问_A_C04,Physics,抛体运动,A,Alibaba Qwen,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,3.0,2.0,3.0,2.0,1.0,2.0,True,0,200,832.0,935.0,True,227720273d1def2111f7d95611bd794650f215eb74f5ca81dacdcadafe27675e,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,225385e879ea1ecc00a56223310a1fbe212c005bc22796cc8c4f3898d6d233a6,,,,input_nonempty_basic_pass
API810_004,千问_A_C04,Physics,抛体运动,A,Alibaba Qwen,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,3.0,3.0,3.0,3.0,3.0,3.0,True,2,200,,,True,227720273d1def2111f7d95611bd794650f215eb74f5ca81dacdcadafe27675e,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,ebf7f8375292fa40bba6916cec213b621ffa2563f98635e385154cb28cc49396,,,,input_nonempty_basic_pass
API810_004,千问_A_C04,Physics,抛体运动,A,Alibaba Qwen,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,1.0,3.0,2.0,3.0,2.0,True,0,200,812.0,101.0,True,227720273d1def2111f7d95611bd794650f215eb74f5ca81dacdcadafe27675e,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,8c9b87b5d420367bf5bc4f0a2731a700d40a1f45572ae048f0b34aff2bc9d419,,,,input_nonempty_basic_pass
API810_004,千问_A_C04,Physics,抛体运动,A,Alibaba Qwen,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,4.0,3.0,4.0,4.0,4.0,2.0,True,0,200,1039.0,466.0,True,227720273d1def2111f7d95611bd794650f215eb74f5ca81dacdcadafe27675e,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,4a320fe2b285e610c355b806cc6bc82c7ce6ae9856f5db4aeb43b47881bebc74,,,,input_nonempty_basic_pass
API810_004,千问_A_C04,Physics,抛体运动,A,Alibaba Qwen,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5.0,3.0,4.0,5.0,5.0,1.0,True,0,200,816.0,368.0,True,227720273d1def2111f7d95611bd794650f215eb74f5ca81dacdcadafe27675e,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,735b32944f0ead3ca7186a8e562ec3326458a0213e22eafa6196a6779f3f0808,,,,input_nonempty_basic_pass
API810_005,千问_A_C05,Physics,圆周运动,A,Alibaba Qwen,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3.0,2.0,3.0,3.0,3.0,3.0,True,0,200,1180.0,128.0,True,75ee3bb9c30f4e8e7168a947fc9d1c8af5415067353cb9e7b736a8af03753906,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,28461dbdcfeca9bd48531e709a6b0015966371837230e73a6ea5059704a9b9c1,2026-05-27,80097732f5cde36ef0fa5e32d00099b0a71ab48dc3b3bcde914fe874b036ae82,720,input_nonempty_basic_pass
API810_005,千问_A_C05,Physics,圆周运动,A,Alibaba Qwen,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,3.0,2.0,4.0,4.0,3.0,2.0,True,0,200,765.0,95.0,True,75ee3bb9c30f4e8e7168a947fc9d1c8af5415067353cb9e7b736a8af03753906,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,381c60c4e5cf463b3bac92e73d3e8fffbfb792280858217d6a92bd47eedd7db5,2026-05-27,30333d24cc820f1c4d3f6e2bed7fefd8d5180f73c1345b721ca26e7317e2522f,727,input_nonempty_basic_pass
API810_005,千问_A_C05,Physics,圆周运动,A,Alibaba Qwen,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,4.0,4.0,3.0,2.0,True,0,200,892.0,132.0,True,75ee3bb9c30f4e8e7168a947fc9d1c8af5415067353cb9e7b736a8af03753906,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,561c638e213513272ebb0b58a25e50a4d108cc9f20fd4bc469025cfc8618780b,2026-05-27,c1ee15d2d2c0cf7d8184e3471687cf7a389a459f7716da4258a9413c79e9770c,724,input_nonempty_basic_pass
API810_005,千问_A_C05,Physics,圆周运动,A,Alibaba Qwen,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,5.0,4.0,5.0,5.0,5.0,1.0,True,0,200,860.0,123.0,True,75ee3bb9c30f4e8e7168a947fc9d1c8af5415067353cb9e7b736a8af03753906,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,f5dc058a148f93124ad631efd2c1621a5e0293ff1223583c6ce56872041dd4ea,2026-05-27,ded8972d3d1829c70f145a165e842677a425802e120c993a8a659946b64042cb,921,input_nonempty_basic_pass
API810_005,千问_A_C05,Physics,圆周运动,A,Alibaba Qwen,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,5.0,3.0,5.0,5.0,5.0,1.0,True,0,200,838.0,1018.0,True,75ee3bb9c30f4e8e7168a947fc9d1c8af5415067353cb9e7b736a8af03753906,8a952e055b9cf98356cefd708b735bf028e0cbdbbc99e406c16d10660ac1d457,80437f32e8488f841874dad46c7be988ebfdf6cada8d0999829231e0767680ef,e9fe3cd31fea82f82dfba320ffc8db40eba343254c6b781f18531e581b1def0e,2026-05-27,6e0801e233ee3b09b309c3805abd4c41aafc8b312a6b5025c7ca0c0c5239dd75,3982,input_nonempty_basic_pass
