item_id,source_item_uid,domain,concept,task_type,source_generator_model,api_input_sha256,api_input_chars,api_input_nonempty,api_input_answer_label_only,api_input_has_question,api_input_option_count_detected,api_input_has_options,api_input_has_answer,api_input_has_explain,source_corpus_has_question,source_corpus_has_options,source_corpus_has_answer,source_corpus_has_explain,integrity_pass_for_api_judging,notes
API810_011,千问_A_C11,Chemistry,化学键,A,Alibaba Qwen,d58863a856eede3c2a64d8a2a8191cf951e1ce1c95d2883f64da891e71a73418,78,True,False,False,0,False,False,False,False,False,False,False,True,
API810_012,千问_A_C12,Chemistry,溶液浓度与稀释,A,Alibaba Qwen,fcfd2e250349892afc8463b14889f0d9fb375a944a854f29399b94665581c2fa,79,True,False,False,0,False,False,False,False,False,False,False,True,
API810_013,千问_A_C13,Biology,自然选择,A,Alibaba Qwen,86d00b0a85ae4c697c3bd5d635a3f7881222019b3f09c7cd93844341d5b9a269,84,True,False,False,0,False,False,False,False,False,False,False,True,
API810_014,千问_A_C14,Biology,进化没有预设目标,A,Alibaba Qwen,11ba0e1945fe40ca0a24cb460e86a30709edce703207a863a648be3bbbd50155,86,True,False,False,0,False,False,False,False,False,False,False,True,
API810_015,千问_A_C15,Biology,随机变异与非随机选择,A,Alibaba Qwen,bf06ea0fa8e84e74798696635df3f876f71709bcc92d42a024d72a2f0ccd91da,87,True,False,False,0,False,False,False,False,False,False,False,True,
API810_016,千问_A_C16,Biology,遗传信息与性状,A,Alibaba Qwen,49626f235a80c1b3e64e8d6f3326d0b27884a3b9a70c5997cda888ea291d04a9,80,True,False,False,0,False,False,False,False,False,False,False,True,
API810_017,千问_A_C17,Biology,能量流动与物质循环,A,Alibaba Qwen,d82e58caf38dc154c24a4d3acca4f7a74b904030387a40be8b53d203f77c9afe,81,True,False,False,0,False,False,False,False,False,False,False,True,
API810_018,千问_A_C18,Biology,光合作用与细胞呼吸,A,Alibaba Qwen,f9f45ba3f34863fb00cbc22424a55d42f5425d20f2b458ffd7836b58fb4fac9b,87,True,False,False,0,False,False,False,False,False,False,False,True,
API810_019,千问_A_C19,Geoscience,板块构造,A,Alibaba Qwen,05e5c8915276f2145d4b882dca23f9447f9873b70ba0113a7c1d0e19e520cbeb,87,True,False,False,0,False,False,False,False,False,False,False,True,
API810_020,千问_A_C20,Geoscience,地质时间,A,Alibaba Qwen,4813da540b44cbd52ecb9639afdfdac8ea51777265421b1c3a783c4be014afc7,85,True,False,False,0,False,False,False,False,False,False,False,True,
API810_021,千问_A_C21,Geoscience,岩石循环,A,Alibaba Qwen,92512fc0224849f3e03717cb97d0c568026daa1f3515cc48d500250bf3c49ece,80,True,False,False,0,False,False,False,False,False,False,False,True,
API810_022,千问_A_C22,Geoscience,地震成因,A,Alibaba Qwen,abdd0b260e53ad1807ad41955c00317a5c0b69c6c483753e40715d81e40ca07b,85,True,False,False,0,False,False,False,False,False,False,False,True,
API810_023,千问_A_C23,Geoscience,火山与板块边界,A,Alibaba Qwen,ad8951bc2fc94788bb88bea73ea146fb18325a6b1e9f1716ddd6dd1d861e5dd7,85,True,False,False,0,False,False,False,False,False,False,False,True,
API810_024,千问_A_C24,Geoscience,地球内部结构,A,Alibaba Qwen,e1a6a9c7c85f7d1bcef774051693bcb3836ed3ab3daac3a2b8d1a573af25da65,80,True,False,False,0,False,False,False,False,False,False,False,True,
API810_025,千问_A_C25,Climate/Environment,温室效应,A,Alibaba Qwen,fe74cdd8c6b97b38ca948789b5fdca75aeb20d6b3180ea6d19033cc46e22329a,87,True,False,False,0,False,False,False,False,False,False,False,True,
API810_026,千问_A_C26,Climate/Environment,天气与气候,A,Alibaba Qwen,82eeb49033a87df20954100c8c4941f8ff623d1b014429b95dce30ab84d647c7,87,True,False,False,0,False,False,False,False,False,False,False,True,
API810_027,千问_A_C27,Climate/Environment,全球变暖与气候变化,A,Alibaba Qwen,83475051b48ba64adc440409975dbc814f1a4b6fbe8918ba5ba8ee94c3ef6dc5,87,True,False,False,0,False,False,False,False,False,False,False,True,
API810_028,千问_A_C28,Climate/Environment,二氧化碳的气候作用,A,Alibaba Qwen,b631f67df5eebb0903180b90d3f118bfcc8e357218a073e8127c2efd06b8b977,90,True,False,False,0,False,False,False,False,False,False,False,True,
API810_029,千问_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,Alibaba Qwen,db86468d56b1320336abbf163c9237adbcaca0bcdd97c7e68156b204e8f6840e,88,True,False,False,0,False,False,False,False,False,False,False,True,
API810_030,千问_A_C30,Climate/Environment,自然变率与人为影响,A,Alibaba Qwen,8517b20fe5b5b7c98a18d591ed526c1003076654c0d33f7ef28b98f5461cb8cf,87,True,False,False,0,False,False,False,False,False,False,False,True,
API810_031,千问_B_C01,Physics,惯性,B,Alibaba Qwen,5f1589713184bd9ce79bb780f3ff5a72e6f364b04dce35baca10e8e5f2c3bdda,142,True,False,False,0,False,False,False,False,False,False,False,True,
API810_032,千问_B_C02,Physics,净力与加速度,B,Alibaba Qwen,9df898e2692f7ad3e08d78eeca905362f11d090f36924d395ba65d7920794725,143,True,False,False,0,False,False,False,False,False,False,False,True,
API810_033,千问_B_C03,Physics,牛顿第三定律,B,Alibaba Qwen,cae89c03c9ccf1c4ae8e7bdbe4705c90a90b27c074f7907b3df981d410308781,143,True,False,False,0,False,False,False,False,False,False,False,True,
API810_034,千问_B_C04,Physics,抛体运动,B,Alibaba Qwen,422880b6b119711091e71f9847139f50341478be99f4420b08d26970d4d29037,141,True,False,False,0,False,False,False,False,False,False,False,True,
API810_035,千问_B_C05,Physics,圆周运动,B,Alibaba Qwen,dd0a9bd4cf07274babdf08b853ba7f782d7f87091a7008a76cfddf87d2d834bc,140,True,False,False,0,False,False,False,False,False,False,False,True,
API810_036,千问_B_C06,Physics,摩擦力与运动,B,Alibaba Qwen,76eabab51d5841deb3af90a3ce3932c249454a2d3559a22d8be44d99a669ac47,143,True,False,False,0,False,False,False,False,False,False,False,True,
API810_037,千问_B_C07,Chemistry,质量守恒,B,Alibaba Qwen,d629404c55acd9329d38138071d29095fdce1fed6aa63f4b983cf84b1755c7ce,140,True,False,False,0,False,False,False,False,False,False,False,True,
API810_038,千问_B_C08,Chemistry,物质微粒观,B,Alibaba Qwen,e8f91a300a24918c80501015f834f3c78640937879c17eb560bc6757431c12af,139,True,False,False,0,False,False,False,False,False,False,False,True,
API810_039,千问_B_C09,Chemistry,相变,B,Alibaba Qwen,df1c11009bb3c726643d13ccb4801be32fe6eab7ba49dfe5e80330213c5ca09d,139,True,False,False,0,False,False,False,False,False,False,False,True,
API810_040,千问_B_C10,Chemistry,化学反应与物理变化,B,Alibaba Qwen,da76a328d378fbb41d26a72956f41284206890a5e8abefd9c17b8e8fac627061,150,True,False,False,0,False,False,False,False,False,False,False,True,
API810_041,千问_B_C11,Chemistry,化学键,B,Alibaba Qwen,b57a5d5051ea00c8133c9ff16857447b72459cb5a1f3854e1857d45a4c60a196,142,True,False,False,0,False,False,False,False,False,False,False,True,
API810_042,千问_B_C12,Chemistry,溶液浓度与稀释,B,Alibaba Qwen,4a9922853065b658a95549be3c4d9d7b6be4af368c8f14df83afb217299552e9,142,True,False,False,0,False,False,False,False,False,False,False,True,
API810_043,千问_B_C13,Biology,自然选择,B,Alibaba Qwen,b808741b26b7b66c0aa1b51ab4d3f1a2da685f445dd2e01b48721954cfcbddea,144,True,False,False,0,False,False,False,False,False,False,False,True,
API810_044,千问_B_C14,Biology,进化没有预设目标,B,Alibaba Qwen,690eb534c360f1e317b5539549f675a7fc7eb6aa3e44fcff2181223211b6800d,142,True,False,False,0,False,False,False,False,False,False,False,True,
API810_045,千问_B_C15,Biology,随机变异与非随机选择,B,Alibaba Qwen,2b81d683d3f4d372dddb714cec18c6c615ac7d01e0d1314744c1923c822ccc26,146,True,False,False,0,False,False,False,False,False,False,False,True,
API810_046,千问_B_C16,Biology,遗传信息与性状,B,Alibaba Qwen,26eac985b248f1bdd729f0f70204c494b2a8b605d08f46d6058d89b5a3ad6104,147,True,False,False,0,False,False,False,False,False,False,False,True,
API810_047,千问_B_C17,Biology,能量流动与物质循环,B,Alibaba Qwen,455e497f8a3903c04f1e6bbd8bbaa564a195636a8842029990f7e58c4aa9319d,144,True,False,False,0,False,False,False,False,False,False,False,True,
API810_048,千问_B_C18,Biology,光合作用与细胞呼吸,B,Alibaba Qwen,55715aad3ffb3135ce32b6162aaa059f3b729675497b3e111f9188fcf451749b,146,True,False,False,0,False,False,False,False,False,False,False,True,
API810_049,千问_B_C19,Geoscience,板块构造,B,Alibaba Qwen,0f201b1ca1eaac39ad9b3da336329b817bb03833cab908a1e286a3a917bbfbcd,139,True,False,False,0,False,False,False,False,False,False,False,True,
API810_050,千问_B_C20,Geoscience,地质时间,B,Alibaba Qwen,af0a86b9a4488f4ce5f145a7d7f6d60eee5504134224e99a64bb960d2225a941,135,True,False,False,0,False,False,False,False,False,False,False,True,
API810_051,千问_B_C21,Geoscience,岩石循环,B,Alibaba Qwen,0b8fadfd164c7f5c1542da53298cb449796afb25ea98a4111e3f08c72e1a6428,139,True,False,False,0,False,False,False,False,False,False,False,True,
API810_052,千问_B_C22,Geoscience,地震成因,B,Alibaba Qwen,6cd5876de36583f03acc812b4d10f844cb297a01d39e7048d3d8cc72af741ea6,139,True,False,False,0,False,False,False,False,False,False,False,True,
API810_053,千问_B_C23,Geoscience,火山与板块边界,B,Alibaba Qwen,baa58b654a29682dc4dba23d484358a8c5fca245f60e81e7903be0af31033c74,141,True,False,False,0,False,False,False,False,False,False,False,True,
API810_054,千问_B_C24,Geoscience,地球内部结构,B,Alibaba Qwen,c0604ea0d1b4f13e99dfce933690b0b538f3c4c4eb3a8ace81a488b2db65e598,140,True,False,False,0,False,False,False,False,False,False,False,True,
API810_055,千问_B_C25,Climate/Environment,温室效应,B,Alibaba Qwen,d749422e86a89357f426e4dd3b56153eba0b8982f6765cc3d6446f0a8600dd1d,140,True,False,False,0,False,False,False,False,False,False,False,True,
API810_056,千问_B_C26,Climate/Environment,天气与气候,B,Alibaba Qwen,a08e34910acb9e79ca36441c919470c592244998ea00004bdde443f4255e9dac,141,True,False,False,0,False,False,False,False,False,False,False,True,
API810_057,千问_B_C27,Climate/Environment,全球变暖与气候变化,B,Alibaba Qwen,ddc62e53e725fc48028859c98123a4e40d0afc947c84026bedac594f522e9992,149,True,False,False,0,False,False,False,False,False,False,False,True,
API810_058,千问_B_C28,Climate/Environment,二氧化碳的气候作用,B,Alibaba Qwen,98e2ed97fc677251fb79eecdbd6efa455eafe1f400610c74cd4c4eb9b2a8e7a5,147,True,False,False,0,False,False,False,False,False,False,False,True,
API810_059,千问_B_C29,Climate/Environment,海洋垃圾与塑料污染,B,Alibaba Qwen,9af0be334d59c8067d57482d9b13bd8f68c3e1b46a062c9d3b13ebea342f0b17,146,True,False,False,0,False,False,False,False,False,False,False,True,
API810_060,千问_B_C30,Climate/Environment,自然变率与人为影响,B,Alibaba Qwen,efc030894e065f632831fda431d72e4896708b2842bdd5860a54cd6dd3c384dd,149,True,False,False,0,False,False,False,False,False,False,False,True,
API810_061,千问_C_C01,Physics,惯性,C,Alibaba Qwen,8acc585e49da34756bd5a996ae1dd0dccd8cd1d9069d44234ef3e6b60d46a775,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_062,千问_C_C02,Physics,净力与加速度,C,Alibaba Qwen,965b2ec9ee4c6adc991005f9e9cb9a9603a14e79ae03da2234d63e8f57aed21f,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_063,千问_C_C03,Physics,牛顿第三定律,C,Alibaba Qwen,13547bf545525bb6cfe204badc0ebadeed4ae781af54d97ce32170de30378cfd,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_064,千问_C_C04,Physics,抛体运动,C,Alibaba Qwen,bf505dd88e8cf98ca63a825923b4bda7442f382c746525eea3c4d3e19de0ac1c,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_065,千问_C_C05,Physics,圆周运动,C,Alibaba Qwen,ecfe8765b87ca8262fb8a65b7e2bc75176001a5f30a46800f7d9b745348cec9c,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_066,千问_C_C06,Physics,摩擦力与运动,C,Alibaba Qwen,fa12b8cc5cbdbd1428d216e893a558bc6ba83ca9d4d0bcc2c7357b233b7feee2,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_067,千问_C_C07,Chemistry,质量守恒,C,Alibaba Qwen,c417ef5fa0851ff3b38461b64cfe661e55b3a288f103b94f11e728397240ffd6,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_068,千问_C_C08,Chemistry,物质微粒观,C,Alibaba Qwen,73850f48dc2c24cca2ee302ce31e3724030dfe389883301ee55534a38d26c62e,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_069,千问_C_C09,Chemistry,相变,C,Alibaba Qwen,e419c09d4abe3fd56b46808efacf7cf5e49e68bd3674a9457cd3bef33f44013c,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_070,千问_C_C10,Chemistry,化学反应与物理变化,C,Alibaba Qwen,1b75336754bf1be321b93d5417a60d219be83dc7013653b0bfe4b1fdf419d4e2,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_071,千问_C_C11,Chemistry,化学键,C,Alibaba Qwen,0f50d80b43b24e8658219b4487e7763d5d74a41ae66005835cfaf8174b5e0f96,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_072,千问_C_C12,Chemistry,溶液浓度与稀释,C,Alibaba Qwen,09525e9498d201eb7b5d8ab0d1c7e9825699c639695dfdc0d58a0d4d3dff1ab4,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_073,千问_C_C13,Biology,自然选择,C,Alibaba Qwen,361c68c6353d4f0a17f350d53341f098acf3fdf096e4f443a1e7f1ffe6fa555d,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_074,千问_C_C14,Biology,进化没有预设目标,C,Alibaba Qwen,ac50cbbe70733f3507441eba60a07fbb36e971733ebf62e46cf9391ae088e36d,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_075,千问_C_C15,Biology,随机变异与非随机选择,C,Alibaba Qwen,31dc81b46a8c11866183210f1907d6162e030bc9a37a7bd5baecd66d65b9f7b0,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_076,千问_C_C16,Biology,遗传信息与性状,C,Alibaba Qwen,326e4ea381aaa4089d645c8b29baed449686895ab3fda7bd27fa36cdcbfe5a1c,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_077,千问_C_C17,Biology,能量流动与物质循环,C,Alibaba Qwen,447e6efc19e366cfca9ba0fecc22356367f632467d66e1c992788e6d6343dc14,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_078,千问_C_C18,Biology,光合作用与细胞呼吸,C,Alibaba Qwen,b818129217dff45b9bc99bfff95925111a88fe021147a15b762d8690b53ba020,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_079,千问_C_C19,Geoscience,板块构造,C,Alibaba Qwen,edffe83ebf595fdebcd9cb5f32f2674bff7252f2b225c4ded64e2ac1dfa361d0,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_080,千问_C_C20,Geoscience,地质时间,C,Alibaba Qwen,b4872948a130711c55350871858a059e423f2bd490d67f0ec2dbf312b3161d4f,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_081,千问_C_C21,Geoscience,岩石循环,C,Alibaba Qwen,8bbd3f611a78ac7e58e33bf14cfd2be0bee094ce31d9a025db4ffd2867204be0,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_082,千问_C_C22,Geoscience,地震成因,C,Alibaba Qwen,4cca3cdf00d916f8d7350d2180b261ce7a9a0aa3df225a7fa48c63b5719f17ad,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_083,千问_C_C23,Geoscience,火山与板块边界,C,Alibaba Qwen,487b587a29191e0db95eba76a443e74f55e719475471eb8d9a013f21504a03d6,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_084,千问_C_C24,Geoscience,地球内部结构,C,Alibaba Qwen,d433a6085306efb053c98f1cb6bec417710d214b6415cf8099ae4c09277ca27c,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_085,千问_C_C25,Climate/Environment,温室效应,C,Alibaba Qwen,634d7acd7a51fd146b72a8f329f4b925061f73017c32cb4b19002521bdc51de3,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_086,千问_C_C26,Climate/Environment,天气与气候,C,Alibaba Qwen,00254b572669625b6c8007f3817a4868cbd995c278e28b5bf51e2de9c8efcae7,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_087,千问_C_C27,Climate/Environment,全球变暖与气候变化,C,Alibaba Qwen,0f4fd61e51709f5216834ad6318624ff0d0b656adec646b30ef0ca1bbf5b653e,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,Alibaba Qwen,be60b8ca08193ba692cf686c0b02273f643345a6b503892f09dc1e910e9ad61a,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_089,千问_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,Alibaba Qwen,b25c81f719ef78b00c044c533df33b724fd72296256686390ad69a26e5161323,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_090,千问_C_C30,Climate/Environment,自然变率与人为影响,C,Alibaba Qwen,aa857f433ab9febd47bdbd938575c15e33bc5d12c70171c19edfd470d6a66e6c,9,True,True,False,0,False,True,False,True,True,True,True,False,Task-C API judge input is answer-label only or lacks full quiz fields; source generated item contains the full quiz payload.
API810_091,claude_A_C01,Physics,惯性,A,Anthropic Claude,3f4d604876eca2fa681eb866eef34fd233239aeeb4bb29858b3f567c19ac01dd,94,True,False,False,0,False,False,False,False,False,False,False,True,
API810_092,claude_A_C02,Physics,净力与加速度,A,Anthropic Claude,f665cc0509ed254249e0ce40a79b88db1bc77d7d411a3241b722aa4d55584f79,98,True,False,False,0,False,False,False,False,False,False,False,True,
API810_093,claude_A_C03,Physics,牛顿第三定律,A,Anthropic Claude,9a12437b3a823101660fb6d7f9fc56e8bdf903afc9889e416ca1e87e9678bcea,100,True,False,False,0,False,False,False,False,False,False,False,True,
API810_094,claude_A_C04,Physics,抛体运动,A,Anthropic Claude,d67e3723c56fb593bba8ec8579b1978bf8ba0b134b1bcc0de0d8a20154aef077,90,True,False,False,0,False,False,False,False,False,False,False,True,
API810_095,claude_A_C05,Physics,圆周运动,A,Anthropic Claude,a390e6f51961be8c052f4566e15c124faffc5de2eb44cc1b0bf591a3ecfba374,103,True,False,False,0,False,False,False,False,False,False,False,True,
API810_096,claude_A_C06,Physics,摩擦力与运动,A,Anthropic Claude,d99db6d0b6998b814bca6d06d3fa5f281bf6a2b986e24c697e2975ebb1b3cff8,93,True,False,False,0,False,False,False,False,False,False,False,True,
API810_097,claude_A_C07,Chemistry,质量守恒,A,Anthropic Claude,692dfd729a111855269889863e4196d3edde41aa3c7b63d90036355f03698aa1,90,True,False,False,0,False,False,False,False,False,False,False,True,
API810_098,claude_A_C08,Chemistry,物质微粒观,A,Anthropic Claude,60a7e0c928f3e131dd157337217cced971899a863d2a27ddd4e84b6e599398ab,95,True,False,False,0,False,False,False,False,False,False,False,True,
API810_099,claude_A_C09,Chemistry,相变,A,Anthropic Claude,9f2645629393f16f36b5af90f82f9469ceb914b2bd16827ba3d4fdc4cb2b9768,94,True,False,False,0,False,False,False,False,False,False,False,True,
API810_100,claude_A_C10,Chemistry,化学反应与物理变化,A,Anthropic Claude,3120a60a15a624537f82d4678d9e9ee881d3cf2dc193dd5b61644fa9ef400722,97,True,False,False,0,False,False,False,False,False,False,False,True,
API810_101,claude_A_C11,Chemistry,化学键,A,Anthropic Claude,d8541ac2927415c655ed2fa2f3ca909f57d88f00bce86a73205acecd726b9ed3,106,True,False,False,0,False,False,False,False,False,False,False,True,
API810_102,claude_A_C12,Chemistry,溶液浓度与稀释,A,Anthropic Claude,947762f7d8ebd1a5f30d88a10a56bf9e5e3b274cc199a5598bf4f821df20126c,90,True,False,False,0,False,False,False,False,False,False,False,True,
API810_103,claude_A_C13,Biology,自然选择,A,Anthropic Claude,eafd3327cc854a4dadfb221e81cfbf6f817ca7ac19318fe83832142568ad3c7a,105,True,False,False,0,False,False,False,False,False,False,False,True,
API810_104,claude_A_C14,Biology,进化没有预设目标,A,Anthropic Claude,8dda2ca34bafb002d977d06921c2ec1eb7f56284485684886fc057d58cf88541,99,True,False,False,0,False,False,False,False,False,False,False,True,
API810_105,claude_A_C15,Biology,随机变异与非随机选择,A,Anthropic Claude,ce47b6205a160bfd9b00d97d32a074248d7e47a6f09dc55fd793717a5e9ac8fa,96,True,False,False,0,False,False,False,False,False,False,False,True,
API810_106,claude_A_C16,Biology,遗传信息与性状,A,Anthropic Claude,923d070cb024c1206178c2570d9cf753fe1a877ffedc00c9e804d4a574bd6943,97,True,False,False,0,False,False,False,False,False,False,False,True,
API810_107,claude_A_C17,Biology,能量流动与物质循环,A,Anthropic Claude,182bf2f4f040b190d1dbc928b55c130e02325b511c87125d235d469c7af90a23,93,True,False,False,0,False,False,False,False,False,False,False,True,
API810_108,claude_A_C18,Biology,光合作用与细胞呼吸,A,Anthropic Claude,1b00365c0a7848f40f412a5dc679ca0fc575d0812b0c8cee6537997f0c89ca9b,102,True,False,False,0,False,False,False,False,False,False,False,True,
API810_109,claude_A_C19,Geoscience,板块构造,A,Anthropic Claude,cc4a2b07583fad41b1c59d121a1d2b43e135b81338750c7bd97faef0f2009ddb,100,True,False,False,0,False,False,False,False,False,False,False,True,
API810_110,claude_A_C20,Geoscience,地质时间,A,Anthropic Claude,20816333a6cf7ab3a2e2f8f108aa4dc10d9a8d2bd6c03cd95aa27154a9e4f0f2,101,True,False,False,0,False,False,False,False,False,False,False,True,
API810_111,claude_A_C21,Geoscience,岩石循环,A,Anthropic Claude,b4fe94d828d07661e43bc1e995d380984218ce8a370cc7434b1dbcd6af70333b,107,True,False,False,0,False,False,False,False,False,False,False,True,
API810_112,claude_A_C22,Geoscience,地震成因,A,Anthropic Claude,e128080d4911fd13a7fe2793314f6271303b43288a6efd5c968795c17df80000,101,True,False,False,0,False,False,False,False,False,False,False,True,
API810_113,claude_A_C23,Geoscience,火山与板块边界,A,Anthropic Claude,836a927102cd3bc503bbb7b4c5267576b855182d5a9b8d4836b26c5e108ecda9,97,True,False,False,0,False,False,False,False,False,False,False,True,
API810_114,claude_A_C24,Geoscience,地球内部结构,A,Anthropic Claude,bfa6eec05246d8b9645fb9eeee578a40ad6a69084c8aabe41e701b976b99aacc,105,True,False,False,0,False,False,False,False,False,False,False,True,
API810_115,claude_A_C25,Climate/Environment,温室效应,A,Anthropic Claude,ba1b75a567b2ab72b5ed4f7932043ebcbe924b6e492f8e902d83f03db32f8ed0,101,True,False,False,0,False,False,False,False,False,False,False,True,
API810_116,claude_A_C26,Climate/Environment,天气与气候,A,Anthropic Claude,3e64ce722a3f3a955158540a93e15000aeb4b42e3492538e6c48bea970b0f255,101,True,False,False,0,False,False,False,False,False,False,False,True,
